,ENV,Step,TIME-SIG,Unnamed: 0,Reward,ACTION-BUFFER-SIZE,EXPLORE,K_EXP,K_ACT,DISCOUNT,EPSILON,EPS-DECAY,STATE-DIM,STICKY-ACTIONS,FRAMESTACK,CLIP-REWARD,M,SEED,simple,rainbow,human,random,ARK2,normalized_reward
0,alien,2500,0.5,384,250.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.003217437933883098
1,alien,2500,0.75,224,237.7,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.0014348034029478655
2,alien,2500,0.9,544,234.9,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.0010290004202959456
3,alien,2500,1.0,64,251.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.0033913534978767777
4,alien,5000,0.5,385,446.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03162364671951767
5,alien,5000,0.75,225,342.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.01655096450673198
6,alien,5000,0.9,545,380.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.022058290699865216
7,alien,5000,1.0,65,351.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.017884317164016866
8,alien,7500,0.5,386,443.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.031275815591530316
9,alien,7500,0.75,226,406.4,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.025884433107726194
10,alien,7500,0.9,546,407.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.026058348671719883
11,alien,7500,1.0,66,402.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.025246742706416036
12,alien,10000,0.5,387,435.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03011637849823911
13,alien,10000,0.75,227,388.4,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.023275699647820978
14,alien,10000,0.9,547,416.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.02739170132900477
15,alien,10000,1.0,67,416.4,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.027333729474340204
16,alien,12500,0.5,388,455.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03301497123146713
17,alien,12500,0.75,228,410.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.026522123509036363
18,alien,12500,0.9,548,443.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03121784373686575
19,alien,12500,1.0,68,434.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.030000434788909985
20,alien,15000,0.5,389,515.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04171074943115118
21,alien,15000,0.75,229,402.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.025246742706416036
22,alien,15000,0.9,549,430.4,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.029362744387599816
23,alien,15000,1.0,69,429.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.029246800678270703
24,alien,17500,0.5,390,526.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04333396136175886
25,alien,17500,0.75,230,380.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.022174234409194336
26,alien,17500,0.9,550,453.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03272511195814432
27,alien,17500,1.0,70,396.4,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.024435136741112185
28,alien,20000,0.5,391,560.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.048145625298917374
29,alien,20000,0.75,231,470.4,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03515992985405585
30,alien,20000,0.9,551,494.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03869621298859404
31,alien,20000,1.0,71,449.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03214539341149872
32,alien,22500,0.5,392,507.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.040551312337859975
33,alien,22500,0.75,232,444.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.031449731155524
34,alien,22500,0.9,552,355.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.01846403571066247
35,alien,22500,1.0,72,442.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03104392817287207
36,alien,25000,0.5,393,449.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03208742155683415
37,alien,25000,0.75,233,484.4,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03718894476731546
38,alien,25000,0.9,553,350.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.017710401600023188
39,alien,25000,1.0,73,424.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.028551138422295976
40,alien,27500,0.5,394,496.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03898607226191684
41,alien,27500,0.75,234,524.4,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.0429861302337715
42,alien,27500,0.9,554,399.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.02484093972376411
43,alien,27500,1.0,74,429.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.029188828823606138
44,alien,30000,0.5,395,524.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04292815837910694
45,alien,30000,0.75,235,523.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04287018652444239
46,alien,30000,0.9,555,429.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.029246800678270703
47,alien,30000,1.0,75,427.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.028898969550283336
48,alien,32500,0.5,396,542.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04565283554834128
49,alien,32500,0.75,236,529.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04373976434441079
50,alien,32500,0.9,556,422.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.028145335439644054
51,alien,32500,1.0,76,433.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.029826519224916307
52,alien,35000,0.5,397,513.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04142089015782838
53,alien,35000,0.75,237,549.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04658038522297425
54,alien,35000,0.9,557,413.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.026869954637023723
55,alien,35000,1.0,77,465.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03446426759808113
56,alien,37500,0.5,398,493.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03852229742460036
57,alien,37500,0.75,238,511.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.041073059029841014
58,alien,37500,0.9,558,494.4,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.038638241133929475
59,alien,37500,1.0,78,445.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.031565674864853115
60,alien,40000,0.5,399,575.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.05040652763083523
61,alien,40000,0.75,239,533.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04426151103639184
62,alien,40000,0.9,559,444.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.031449731155524
63,alien,40000,1.0,79,472.4,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03544978912737865
64,alien,42500,0.5,400,616.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.05637762866128494
65,alien,42500,0.75,240,465.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03440629574341657
66,alien,42500,0.9,560,500.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.039449847099233326
67,alien,42500,1.0,80,454.4,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03284105566747344
68,alien,45000,0.5,401,598.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.05376889520137972
69,alien,45000,0.75,241,481.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03678314178466355
70,alien,45000,0.9,561,512.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04118900273917013
71,alien,45000,1.0,81,468.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03492804243539761
72,alien,47500,0.5,402,537.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.044899201437702
73,alien,47500,0.75,242,573.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.05011666835751243
74,alien,47500,0.9,562,508.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04060928419252453
75,alien,47500,1.0,82,479.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03649328251134075
76,alien,50000,0.5,403,538.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.045073117001695674
77,alien,50000,0.75,243,663.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.06316033565703852
78,alien,50000,0.9,563,543.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04576877925767041
79,alien,50000,1.0,83,476.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.035971535819359704
80,alien,52500,0.5,404,594.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.05318917665473412
81,alien,52500,0.75,244,700.4,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.06849374628617806
82,alien,52500,0.9,564,483.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03707300105798635
83,alien,52500,1.0,84,509.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04078319975651821
84,alien,55000,0.5,405,579.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.05092827432281628
85,alien,55000,0.75,245,635.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.05904433397585473
86,alien,55000,0.9,565,451.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.032435252684821524
87,alien,55000,1.0,85,479.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03649328251134075
88,alien,57500,0.5,406,531.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04397165176306904
89,alien,57500,0.75,246,576.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.05046449948549979
90,alien,57500,0.9,566,528.4,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.0435658487804171
91,alien,57500,1.0,86,479.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03649328251134075
92,alien,60000,0.5,407,618.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.05666748793460774
93,alien,60000,0.75,247,500.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03956579080856244
94,alien,60000,0.9,567,504.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04002956564587892
95,alien,60000,1.0,87,483.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03701502920332179
96,alien,62500,0.5,408,589.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.05237757068943029
97,alien,62500,0.75,248,481.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03672516992999898
98,alien,62500,0.9,568,539.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.045189060711024805
99,alien,62500,1.0,88,484.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03724691662198003
100,alien,65000,0.5,409,580.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.05116016174147451
101,alien,65000,0.75,249,539.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.045131088856360246
102,alien,65000,0.9,569,546.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.046232554094986875
103,alien,65000,1.0,89,485.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.037304888476644586
104,alien,67500,0.5,410,557.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04773982231626546
105,alien,67500,0.75,250,536.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04466731401904375
106,alien,67500,0.9,570,564.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.048841287554892095
107,alien,67500,1.0,90,476.4,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.036029507674024255
108,alien,70000,0.5,411,602.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.054348613748025326
109,alien,70000,0.75,251,504.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.040145509355208046
110,alien,70000,0.9,571,501.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.039623762663227
111,alien,70000,1.0,91,485.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03736286033130915
112,alien,72500,0.5,412,740.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.07423295989796955
113,alien,72500,0.75,252,506.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04043536862853085
114,alien,72500,0.9,572,506.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04043536862853085
115,alien,72500,1.0,92,486.4,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03747880404063827
116,alien,75000,0.5,413,623.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.05730517833591792
117,alien,75000,0.75,253,533.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04426151103639184
118,alien,75000,0.9,573,501.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.039681734517891566
119,alien,75000,1.0,93,484.4,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.03718894476731546
120,alien,77500,0.5,414,580.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.05104421803214539
121,alien,77500,0.75,254,585.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.051797852142784685
122,alien,77500,0.9,574,525.2,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04310207394310063
123,alien,77500,1.0,94,520.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04234843983246134
124,alien,80000,0.5,415,596.4,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.053421064073392366
125,alien,80000,0.75,255,582.0,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.0513340773054682
126,alien,80000,0.9,575,526.8,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.04333396136175886
127,alien,80000,1.0,95,519.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,616.9,739.9,7127.7,227.8,929.6,0.042290467977796786
128,amidar,2500,0.5,864,19.11,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.007766820330279511
129,amidar,2500,0.75,704,21.689999999999998,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.009272334714360737
130,amidar,2500,0.9,1184,23.330000000000002,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.010229328353854233
131,amidar,2500,1.0,1024,23.77,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.010486082744937853
132,amidar,5000,0.5,865,49.32000000000001,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.02539534340899808
133,amidar,5000,0.75,705,43.92,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.022244266791153645
134,amidar,5000,0.9,1185,46.96,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.02401820622045866
135,amidar,5000,1.0,1025,48.92,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.025161930326194785
136,amidar,7500,0.5,866,59.519999999999996,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.031347377020481994
137,amidar,7500,0.75,706,51.279999999999994,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.0265390675147342
138,amidar,7500,0.9,1186,60.92,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.03216432281029352
139,amidar,7500,1.0,1026,64.75999999999999,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.034405088405205106
140,amidar,10000,0.5,867,78.11999999999999,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.04220108537083503
141,amidar,10000,0.75,707,55.75999999999999,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.029153294042131055
142,amidar,10000,0.9,1187,78.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.042481181070198985
143,amidar,10000,1.0,1027,76.67999999999999,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.041360798272743186
144,amidar,12500,0.5,868,79.28,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.04287798331096458
145,amidar,12500,0.75,708,70.24,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.0376028476396102
146,amidar,12500,0.9,1188,77.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.04189764836319075
147,amidar,12500,1.0,1028,78.68,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.04252786368675965
148,amidar,15000,0.5,869,77.4,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.04178094182178912
149,amidar,15000,0.75,709,78.44000000000001,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.04238781583707767
150,amidar,15000,0.9,1189,83.08,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.045095407597595845
151,amidar,15000,1.0,1029,87.88,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.047896364591235335
152,amidar,17500,0.5,870,96.67999999999999,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.05303145241290774
153,amidar,17500,0.75,710,88.96000000000001,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.04852657991480423
154,amidar,17500,0.9,1190,89.08,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.04859660383964521
155,amidar,17500,1.0,1030,94.36,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.05167765653264866
156,amidar,20000,0.5,871,91.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.05006710626130594
157,amidar,20000,0.75,711,89.6,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.04890004084728949
158,amidar,20000,0.9,1191,84.47999999999999,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.04591235338740736
159,amidar,20000,1.0,1031,98.28,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.05396510474412091
160,amidar,22500,0.5,872,106.16000000000001,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.058563342475345746
161,amidar,22500,0.75,712,97.48,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.05349827857851433
162,amidar,22500,0.9,1192,85.28,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.04637917955301395
163,amidar,22500,1.0,1032,100.24000000000001,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.05510882884985704
164,amidar,25000,0.5,873,109.56000000000002,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.06054735367917373
165,amidar,25000,0.75,713,107.16000000000001,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.05914687518235398
166,amidar,25000,0.9,1193,99.36,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.054595320067689794
167,amidar,25000,1.0,1033,103.71999999999998,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.057139522670245656
168,amidar,27500,0.5,874,122.76000000000002,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.06824998541168234
169,amidar,27500,0.75,714,113.28,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.06271809534924433
170,amidar,27500,0.9,1194,104.44000000000001,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.0575596662192916
171,amidar,27500,1.0,1034,110.16,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.06089747330337865
172,amidar,30000,0.5,875,126.75999999999999,80000,False,100,8,0.95,0,0.1,250,False,2,False,20,2,74.3,188.6,1719.5,5.8,211.52,0.07058411623971524
