,Step,Reward,ENV,ACTION-BUFFER-SIZE,PROJECTION,EXPLORE,K_EXP,K_ACT,DISCOUNT,EPSILON,EPS-DECAY,STATE-DIM,STICKY-ACTIONS,FRAMESTACK,CLIP-REWARD,M,TIME-SIG,SEED,simple,rainbow,human,random,normalized_reward
836,12500,6600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.11963882618510158
837,15000,11000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.24379232505643342
838,17500,16000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.38487584650112866
839,20000,17600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.43002257336343114
840,22500,16200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.3905191873589165
841,25000,17000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.41309255079006774
842,27500,21200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.5316027088036117
843,30000,19000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.46952595936794583
844,32500,16600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.4018058690744921
845,35000,13600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.31715575620767494
846,37500,18400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.4525959367945824
847,40000,20400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.5090293453724605
848,42500,18400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.4525959367945824
849,45000,16200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.3905191873589165
850,47500,16000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.38487584650112866
851,50000,16600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.4018058690744921
852,52500,18600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.4582392776523702
853,55000,19000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.46952595936794583
854,57500,17600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.43002257336343114
855,60000,16200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.3905191873589165
856,62500,16800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.4074492099322799
857,65000,16800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.4074492099322799
858,67500,14400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.3397291196388262
859,70000,13600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.31715575620767494
860,72500,15200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.3623024830699774
861,75000,16800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.4074492099322799
862,77500,18000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.44130925507900676
863,80000,18600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,5184.4,10124.6,37800.0,2360.0,0.4582392776523702
864,2500,2500.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.0039503386004514675
865,5000,2000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,-0.010158013544018058
866,7500,3200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.023702031602708805
867,10000,4400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.05756207674943566
868,12500,5200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.08013544018058691
869,15000,5400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.08577878103837472
870,17500,3200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.023702031602708805
871,20000,3800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.040632054176072234
872,22500,4000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.046275395033860044
873,25000,5200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.08013544018058691
874,27500,6800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.1252821670428894
875,30000,6800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.1252821670428894
876,32500,8000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.15914221218961624
877,35000,8600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.17607223476297967
878,37500,8200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.16478555304740405
879,40000,7800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.15349887133182843
880,42500,4800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.06884875846501129
881,45000,8400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.17042889390519186
882,47500,9600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.20428893905191872
883,50000,5600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.09142212189616253
884,52500,5200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.08013544018058691
885,55000,6800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.1252821670428894
886,57500,9400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.1986455981941309
887,60000,8400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.17042889390519186
888,62500,10000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.21557562076749437
889,65000,7200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.136568848758465
890,67500,5800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.09706546275395034
891,70000,6200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.10835214446952596
892,72500,4200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.05191873589164785
893,75000,7200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.136568848758465
894,77500,9400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.1986455981941309
895,80000,7600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,5184.4,10124.6,37800.0,2360.0,0.14785553047404063
896,2500,5000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.0744920993227991
897,5000,5000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.0744920993227991
898,7500,5600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.09142212189616253
899,10000,4800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.06884875846501129
900,12500,13200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.3058690744920993
901,15000,13400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.3115124153498871
902,17500,8000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.15914221218961624
903,20000,8200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.16478555304740405
904,22500,8800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.18171557562076748
905,25000,8800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.18171557562076748
906,27500,7200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.136568848758465
907,30000,10400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.22686230248307
908,32500,10000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.21557562076749437
909,35000,8800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.18171557562076748
910,37500,10800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.2381489841986456
911,40000,9200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.1930022573363431
912,42500,10000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.21557562076749437
913,45000,7600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.14785553047404063
914,47500,9400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.1986455981941309
915,50000,10200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.22121896162528218
916,52500,8800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.18171557562076748
917,55000,4800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.06884875846501129
918,57500,8600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.17607223476297967
919,60000,11200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.24943566591422123
920,62500,10800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.2381489841986456
921,65000,10000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.21557562076749437
922,67500,10800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.2381489841986456
923,70000,8600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.17607223476297967
924,72500,8000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.15914221218961624
925,75000,7800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.15349887133182843
926,77500,9200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.1930022573363431
927,80000,10400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,3,5184.4,10124.6,37800.0,2360.0,0.22686230248307
928,2500,8000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.15914221218961624
929,5000,6250.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.10976297968397292
930,7500,7200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.136568848758465
931,10000,7800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.15349887133182843
932,12500,7400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.14221218961625282
933,15000,7200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.136568848758465
934,17500,5800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.09706546275395034
935,20000,11800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.26636568848758463
936,22500,11600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.26072234762979685
937,25000,14600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.345372460496614
938,27500,12000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.27200902934537247
939,30000,15400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.36794582392776526
940,32500,15800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.3792325056433409
941,35000,12600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.28893905191873587
942,37500,13000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.3002257336343115
943,40000,16400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.3961625282167043
944,42500,19200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.4751693002257336
945,45000,19600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.48645598194130923
946,47500,18600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.4582392776523702
947,50000,18000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.44130925507900676
948,52500,15400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.36794582392776526
949,55000,13000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.3002257336343115
950,57500,15000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.35665914221218964
951,60000,14600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.345372460496614
952,62500,15200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.3623024830699774
953,65000,16600.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.4018058690744921
954,67500,17800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.435665914221219
955,70000,18000.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.44130925507900676
956,72500,16400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.3961625282167043
957,75000,14800.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.3510158013544018
958,77500,15400.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.36794582392776526
959,80000,16200.0,battle_zone,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,2,5184.4,10124.6,37800.0,2360.0,0.3905191873589165
960,2500,-8.333333333333334,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,-2.007936507936508
961,5000,-2.8,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,-0.6904761904761905
962,7500,0.4,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,0.07142857142857144
963,10000,-1.2,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,-0.30952380952380953
964,12500,-4.2,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,-1.0238095238095237
965,15000,-0.8,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,-0.21428571428571427
966,17500,-0.6,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,-0.16666666666666666
967,20000,2.6,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,0.5952380952380952
968,22500,4.4,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,1.023809523809524
969,25000,3.6,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,0.8333333333333333
970,27500,1.0,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,0.21428571428571427
971,30000,4.0,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,0.9285714285714285
972,32500,2.6,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,0.5952380952380952
973,35000,2.0,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,0.45238095238095233
974,37500,0.2,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,0.023809523809523808
975,40000,6.4,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,1.5
976,42500,9.0,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,2.119047619047619
977,45000,9.4,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,2.2142857142857144
978,47500,11.0,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,2.5952380952380953
979,50000,13.4,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,3.1666666666666665
980,52500,20.6,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,4.8809523809523805
981,55000,19.2,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,4.547619047619047
982,57500,17.0,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,4.023809523809524
983,60000,18.0,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,4.261904761904761
984,62500,20.4,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,4.833333333333332
985,65000,17.2,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,4.071428571428571
986,67500,16.0,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,3.7857142857142856
987,70000,21.4,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,5.07142857142857
988,72500,21.0,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,4.976190476190475
989,75000,25.4,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,6.023809523809523
990,77500,22.6,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,5.357142857142857
991,80000,19.4,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0,9.1,0.2,4.3,0.1,4.595238095238094
992,2500,-6.0,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,9.1,0.2,4.3,0.1,-1.4523809523809523
993,5000,-3.6,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,9.1,0.2,4.3,0.1,-0.8809523809523809
994,7500,-1.6,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,9.1,0.2,4.3,0.1,-0.40476190476190477
995,10000,-1.2,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,9.1,0.2,4.3,0.1,-0.30952380952380953
996,12500,3.4,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,9.1,0.2,4.3,0.1,0.7857142857142856
997,15000,1.8,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,9.1,0.2,4.3,0.1,0.4047619047619047
998,17500,0.4,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,9.1,0.2,4.3,0.1,0.07142857142857144
999,20000,-1.6,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,9.1,0.2,4.3,0.1,-0.40476190476190477
1000,22500,-0.8,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,9.1,0.2,4.3,0.1,-0.21428571428571427
1001,25000,-2.0,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,9.1,0.2,4.3,0.1,-0.5
1002,27500,1.0,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,9.1,0.2,4.3,0.1,0.21428571428571427
1003,30000,6.6,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,9.1,0.2,4.3,0.1,1.5476190476190474
1004,32500,5.6,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,9.1,0.2,4.3,0.1,1.3095238095238095
1005,35000,-1.0,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,9.1,0.2,4.3,0.1,-0.2619047619047619
1006,37500,-2.4,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,9.1,0.2,4.3,0.1,-0.5952380952380952
1007,40000,-0.6,boxing,80000,sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,4,9.1,0.2,4.3,0.1,-0.16666666666666666
