,ACTION-BUFFER-SIZE,ARK2,CLIP-REWARD,DISCOUNT,ENV,EPS-DECAY,EPSILON,EXPLORE,FRAMESTACK,K_ACT,K_EXP,M,PROJECTION,Reward,SEED,STATE-DIM,STICKY-ACTIONS,Step,TIME-SIG,Unnamed: 0,human,normalized_reward,rainbow,random,simple
266,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,18.0,1.5,250.0,,15000,100.0,266,753.1,0.00514277980782244,51.0,14.2,34.2
268,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,18.0,1.5,250.0,,17500,100.0,268,753.1,0.00514277980782244,51.0,14.2,34.2
270,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,29.0,1.5,250.0,,20000,100.0,270,753.1,0.02002977398836108,51.0,14.2,34.2
272,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,37.5,1.5,250.0,,22500,100.0,272,753.1,0.031533360400595484,51.0,14.2,34.2
274,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,48.0,1.5,250.0,,25000,100.0,274,753.1,0.04574367302747327,51.0,14.2,34.2
276,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,40.5,1.5,250.0,,27500,100.0,276,753.1,0.035593449722560566,51.0,14.2,34.2
278,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,49.0,1.5,250.0,,30000,100.0,278,753.1,0.04709703613479496,51.0,14.2,34.2
280,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,54.5,1.5,250.0,,32500,100.0,280,753.1,0.05454053322506428,51.0,14.2,34.2
282,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,63.0,1.5,250.0,,35000,100.0,282,753.1,0.06604411963729867,51.0,14.2,34.2
284,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,75.5,1.5,250.0,,37500,100.0,284,753.1,0.08296115847881988,51.0,14.2,34.2
286,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,76.5,1.5,250.0,,40000,100.0,286,753.1,0.08431452158614157,51.0,14.2,34.2
288,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,82.0,1.5,250.0,,42500,100.0,288,753.1,0.09175801867641087,51.0,14.2,34.2
290,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,92.5,1.5,250.0,,45000,100.0,290,753.1,0.10596833130328867,51.0,14.2,34.2
292,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,95.0,1.5,250.0,,47500,100.0,292,753.1,0.1093517390715929,51.0,14.2,34.2
294,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,100.0,1.5,250.0,,50000,100.0,294,753.1,0.11611855460820138,51.0,14.2,34.2
296,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,103.0,1.5,250.0,,52500,100.0,296,753.1,0.12017864393016645,51.0,14.2,34.2
298,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,115.5,1.5,250.0,,55000,100.0,298,753.1,0.13709568277168765,51.0,14.2,34.2
300,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,109.5,1.5,250.0,,57500,100.0,300,753.1,0.1289755041277575,51.0,14.2,34.2
302,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,116.0,1.5,250.0,,60000,100.0,302,753.1,0.13777236432534848,51.0,14.2,34.2
304,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,133.5,1.5,250.0,,62500,100.0,304,753.1,0.16145621870347815,51.0,14.2,34.2
306,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,135.0,1.5,250.0,,65000,100.0,306,753.1,0.16348626336446068,51.0,14.2,34.2
308,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,143.0,1.5,250.0,,67500,100.0,308,753.1,0.17431316822303425,51.0,14.2,34.2
310,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,143.5,1.5,250.0,,70000,100.0,310,753.1,0.1749898497766951,51.0,14.2,34.2
312,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,143.5,1.5,250.0,,72500,100.0,312,753.1,0.1749898497766951,51.0,14.2,34.2
314,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,149.5,1.5,250.0,,75000,100.0,314,753.1,0.18311002842062526,51.0,14.2,34.2
316,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,150.0,1.5,250.0,,77500,100.0,316,753.1,0.1837867099742861,51.0,14.2,34.2
318,80000.0,111.2,,0.95,bank_heist,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,148.5,1.5,250.0,,80000,100.0,318,753.1,0.1817566653133036,51.0,14.2,34.2
320,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2625.0,1.5,250.0,,2500,100.0,320,37187.5,0.007608929725073576,10124.6,2360.0,4031.2
322,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2250.0,1.5,250.0,,5000,100.0,322,37187.5,-0.0031584236594645035,10124.6,2360.0,4031.2
324,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3050.0,1.5,250.0,,7500,100.0,324,37187.5,0.019811930227550067,10124.6,2360.0,4031.2
326,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,4750.0,1.5,250.0,,10000,100.0,326,37187.5,0.06862393223745604,10124.6,2360.0,4031.2
328,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,5050.0,1.5,250.0,,12500,100.0,328,37187.5,0.0772378149450865,10124.6,2360.0,4031.2
330,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,4400.0,1.5,250.0,,15000,100.0,330,37187.5,0.05857440241188716,10124.6,2360.0,4031.2
332,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,5100.0,1.5,250.0,,17500,100.0,332,37187.5,0.0786734620630249,10124.6,2360.0,4031.2
334,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,5800.0,1.5,250.0,,20000,100.0,334,37187.5,0.09877252171416266,10124.6,2360.0,4031.2
336,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,6150.0,1.5,250.0,,22500,100.0,336,37187.5,0.10882205153973154,10124.6,2360.0,4031.2
338,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,6600.0,1.5,250.0,,25000,100.0,338,37187.5,0.12174287560117725,10124.6,2360.0,4031.2
340,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,7750.0,1.5,250.0,,27500,100.0,340,37187.5,0.15476275931376068,10124.6,2360.0,4031.2
342,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,6900.0,1.5,250.0,,30000,100.0,342,37187.5,0.1303567583088077,10124.6,2360.0,4031.2
344,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,7450.0,1.5,250.0,,32500,100.0,344,37187.5,0.1461488766061302,10124.6,2360.0,4031.2
346,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,7650.0,1.5,250.0,,35000,100.0,346,37187.5,0.15189146507788387,10124.6,2360.0,4031.2
348,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,8800.0,1.5,250.0,,37500,100.0,348,37187.5,0.1849113487904673,10124.6,2360.0,4031.2
350,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,9650.0,1.5,250.0,,40000,100.0,350,37187.5,0.2093173497954203,10124.6,2360.0,4031.2
352,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,8950.0,1.5,250.0,,42500,100.0,352,37187.5,0.1892182901442825,10124.6,2360.0,4031.2
354,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,9250.0,1.5,250.0,,45000,100.0,354,37187.5,0.197832172851913,10124.6,2360.0,4031.2
356,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,8600.0,1.5,250.0,,47500,100.0,356,37187.5,0.17916876031871365,10124.6,2360.0,4031.2
358,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,8700.0,1.5,250.0,,50000,100.0,358,37187.5,0.1820400545545905,10124.6,2360.0,4031.2
360,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,10100.0,1.5,250.0,,52500,100.0,360,37187.5,0.222238173856866,10124.6,2360.0,4031.2
362,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,9850.0,1.5,250.0,,55000,100.0,362,37187.5,0.21505993826717396,10124.6,2360.0,4031.2
364,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,8850.0,1.5,250.0,,57500,100.0,364,37187.5,0.18634699590840573,10124.6,2360.0,4031.2
366,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,8250.0,1.5,250.0,,60000,100.0,366,37187.5,0.16911923049314478,10124.6,2360.0,4031.2
368,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,7800.0,1.5,250.0,,62500,100.0,368,37187.5,0.15619840643169908,10124.6,2360.0,4031.2
370,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,8700.0,1.5,250.0,,65000,100.0,370,37187.5,0.1820400545545905,10124.6,2360.0,4031.2
372,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,9350.0,1.5,250.0,,67500,100.0,372,37187.5,0.20070346708778986,10124.6,2360.0,4031.2
374,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,10850.0,1.5,250.0,,70000,100.0,374,37187.5,0.24377288062594216,10124.6,2360.0,4031.2
376,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,9950.0,1.5,250.0,,72500,100.0,376,37187.5,0.21793123250305074,10124.6,2360.0,4031.2
378,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,11050.0,1.5,250.0,,75000,100.0,378,37187.5,0.24951546909769576,10124.6,2360.0,4031.2
380,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,11900.0,1.5,250.0,,77500,100.0,380,37187.5,0.2739214701026488,10124.6,2360.0,4031.2
382,80000.0,11720.0,,0.95,battle_zone,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,11850.0,1.5,250.0,,80000,100.0,382,37187.5,0.2724858229847104,10124.6,2360.0,4031.2
384,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-5.125,1.5,250.0,,2500,100.0,384,12.1,-0.4354166666666666,0.2,0.1,7.8
386,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-8.35,1.5,250.0,,5000,100.0,386,12.1,-0.7041666666666666,0.2,0.1,7.8
388,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-7.199999999999998,1.5,250.0,,7500,100.0,388,12.1,-0.6083333333333333,0.2,0.1,7.8
390,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-3.7,1.5,250.0,,10000,100.0,390,12.1,-0.3166666666666667,0.2,0.1,7.8
392,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-0.8999999999999999,1.5,250.0,,12500,100.0,392,12.1,-0.08333333333333333,0.2,0.1,7.8
394,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-1.65,1.5,250.0,,15000,100.0,394,12.1,-0.14583333333333334,0.2,0.1,7.8
396,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-0.9500000000000002,1.5,250.0,,17500,100.0,396,12.1,-0.08750000000000002,0.2,0.1,7.8
398,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-0.10000000000000007,1.5,250.0,,20000,100.0,398,12.1,-0.016666666666666673,0.2,0.1,7.8
400,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,0.25,1.5,250.0,,22500,100.0,400,12.1,0.0125,0.2,0.1,7.8
402,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,-0.20000000000000007,1.5,250.0,,25000,100.0,402,12.1,-0.025000000000000005,0.2,0.1,7.8
404,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,0.95,1.5,250.0,,27500,100.0,404,12.1,0.07083333333333333,0.2,0.1,7.8
406,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2.2,1.5,250.0,,30000,100.0,406,12.1,0.17500000000000002,0.2,0.1,7.8
408,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2.95,1.5,250.0,,32500,100.0,408,12.1,0.2375,0.2,0.1,7.8
410,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2.35,1.5,250.0,,35000,100.0,410,12.1,0.1875,0.2,0.1,7.8
412,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3.3,1.5,250.0,,37500,100.0,412,12.1,0.26666666666666666,0.2,0.1,7.8
414,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,4.25,1.5,250.0,,40000,100.0,414,12.1,0.3458333333333334,0.2,0.1,7.8
416,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,6.8,1.5,250.0,,42500,100.0,416,12.1,0.5583333333333333,0.2,0.1,7.8
418,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,8.1,1.5,250.0,,45000,100.0,418,12.1,0.6666666666666666,0.2,0.1,7.8
420,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,6.85,1.5,250.0,,47500,100.0,420,12.1,0.5625,0.2,0.1,7.8
422,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,7.1,1.5,250.0,,50000,100.0,422,12.1,0.5833333333333334,0.2,0.1,7.8
424,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,10.95,1.5,250.0,,52500,100.0,424,12.1,0.9041666666666668,0.2,0.1,7.8
426,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,12.85,1.5,250.0,,55000,100.0,426,12.1,1.0625,0.2,0.1,7.8
428,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,13.6,1.5,250.0,,57500,100.0,428,12.1,1.1250000000000002,0.2,0.1,7.8
430,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,15.55,1.5,250.0,,60000,100.0,430,12.1,1.2875,0.2,0.1,7.8
432,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,16.4,1.5,250.0,,62500,100.0,432,12.1,1.3583333333333332,0.2,0.1,7.8
434,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,17.55,1.5,250.0,,65000,100.0,434,12.1,1.4541666666666666,0.2,0.1,7.8
436,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,14.25,1.5,250.0,,67500,100.0,436,12.1,1.1791666666666667,0.2,0.1,7.8
438,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,18.2,1.5,250.0,,70000,100.0,438,12.1,1.508333333333333,0.2,0.1,7.8
440,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,15.35,1.5,250.0,,72500,100.0,440,12.1,1.2708333333333333,0.2,0.1,7.8
442,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,19.25,1.5,250.0,,75000,100.0,442,12.1,1.5958333333333332,0.2,0.1,7.8
444,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,25.05,1.5,250.0,,77500,100.0,444,12.1,2.0791666666666666,0.2,0.1,7.8
446,80000.0,19.36,,0.95,boxing,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,25.45,1.5,250.0,,80000,100.0,446,12.1,2.1125,0.2,0.1,7.8
448,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,0.4625,1.5,250.0,,2500,100.0,448,30.5,-0.042968749999999986,1.9,1.7,16.4
450,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1.2,1.5,250.0,,5000,100.0,450,30.5,-0.017361111111111112,1.9,1.7,16.4
452,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,2.1,1.5,250.0,,7500,100.0,452,30.5,0.013888888888888892,1.9,1.7,16.4
454,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,3.4000000000000004,1.5,250.0,,10000,100.0,454,30.5,0.05902777777777779,1.9,1.7,16.4
456,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,4.1,1.5,250.0,,12500,100.0,456,30.5,0.08333333333333331,1.9,1.7,16.4
458,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,5.199999999999998,1.5,250.0,,15000,100.0,458,30.5,0.12152777777777775,1.9,1.7,16.4
460,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,5.65,1.5,250.0,,17500,100.0,460,30.5,0.1371527777777778,1.9,1.7,16.4
462,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,6.1000000000000005,1.5,250.0,,20000,100.0,462,30.5,0.1527777777777778,1.9,1.7,16.4
464,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,7.0,1.5,250.0,,22500,100.0,464,30.5,0.18402777777777776,1.9,1.7,16.4
466,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,7.199999999999998,1.5,250.0,,25000,100.0,466,30.5,0.19097222222222215,1.9,1.7,16.4
468,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,8.100000000000001,1.5,250.0,,27500,100.0,468,30.5,0.22222222222222227,1.9,1.7,16.4
470,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,8.1,1.5,250.0,,30000,100.0,470,30.5,0.2222222222222222,1.9,1.7,16.4
472,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,8.5,1.5,250.0,,32500,100.0,472,30.5,0.2361111111111111,1.9,1.7,16.4
474,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,9.15,1.5,250.0,,35000,100.0,474,30.5,0.2586805555555555,1.9,1.7,16.4
476,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,9.6,1.5,250.0,,37500,100.0,476,30.5,0.2743055555555555,1.9,1.7,16.4
478,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,9.6,1.5,250.0,,40000,100.0,478,30.5,0.2743055555555555,1.9,1.7,16.4
480,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,10.0,1.5,250.0,,42500,100.0,480,30.5,0.2881944444444445,1.9,1.7,16.4
482,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,10.4,1.5,250.0,,45000,100.0,482,30.5,0.30208333333333337,1.9,1.7,16.4
484,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,10.35,1.5,250.0,,47500,100.0,484,30.5,0.3003472222222223,1.9,1.7,16.4
486,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,10.6,1.5,250.0,,50000,100.0,486,30.5,0.3090277777777778,1.9,1.7,16.4
488,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,10.45,1.5,250.0,,52500,100.0,488,30.5,0.3038194444444445,1.9,1.7,16.4
490,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,11.55,1.5,250.0,,55000,100.0,490,30.5,0.3420138888888889,1.9,1.7,16.4
492,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,12.45,1.5,250.0,,57500,100.0,492,30.5,0.37326388888888895,1.9,1.7,16.4
494,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,12.3,1.5,250.0,,60000,100.0,494,30.5,0.3680555555555556,1.9,1.7,16.4
496,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,12.7,1.5,250.0,,62500,100.0,496,30.5,0.3819444444444444,1.9,1.7,16.4
498,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,13.55,1.5,250.0,,65000,100.0,498,30.5,0.41145833333333337,1.9,1.7,16.4
500,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,13.6,1.5,250.0,,67500,100.0,500,30.5,0.4131944444444444,1.9,1.7,16.4
502,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,14.9,1.5,250.0,,70000,100.0,502,30.5,0.4583333333333333,1.9,1.7,16.4
504,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,15.55,1.5,250.0,,72500,100.0,504,30.5,0.4809027777777778,1.9,1.7,16.4
506,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,15.1,1.5,250.0,,75000,100.0,506,30.5,0.4652777777777778,1.9,1.7,16.4
508,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,15.25,1.5,250.0,,77500,100.0,508,30.5,0.4704861111111111,1.9,1.7,16.4
510,80000.0,17.8,,0.95,breakout,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,16.35,1.5,250.0,,80000,100.0,510,30.5,0.5086805555555556,1.9,1.7,16.4
512,80000.0,2364.0,,0.95,chopper_command,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,442.9166666666666,1.5,250.0,,2500,100.0,512,7387.8,-0.05596693427401371,861.8,811.0,979.4
514,80000.0,2364.0,,0.95,chopper_command,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,545.0,1.5,250.0,,5000,100.0,514,7387.8,-0.0404452013137088,861.8,811.0,979.4
516,80000.0,2364.0,,0.95,chopper_command,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,570.0,1.5,250.0,,7500,100.0,516,7387.8,-0.03664396058873616,861.8,811.0,979.4
518,80000.0,2364.0,,0.95,chopper_command,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,725.0,1.5,250.0,,10000,100.0,518,7387.8,-0.01307626809390585,861.8,811.0,979.4
520,80000.0,2364.0,,0.95,chopper_command,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,810.0,1.5,250.0,,12500,100.0,520,7387.8,-0.00015204962899890526,861.8,811.0,979.4
522,80000.0,2364.0,,0.95,chopper_command,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,785.0,1.5,250.0,,15000,100.0,522,7387.8,-0.003953290353971536,861.8,811.0,979.4
524,80000.0,2364.0,,0.95,chopper_command,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,910.0,1.5,250.0,,17500,100.0,524,7387.8,0.01505291327089162,861.8,811.0,979.4
526,80000.0,2364.0,,0.95,chopper_command,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1000.0,1.5,250.0,,20000,100.0,526,7387.8,0.028737379880793088,861.8,811.0,979.4
528,80000.0,2364.0,,0.95,chopper_command,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,875.0,1.5,250.0,,22500,100.0,528,7387.8,0.009731176255929936,861.8,811.0,979.4
530,80000.0,2364.0,,0.95,chopper_command,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,865.0,1.5,250.0,,25000,100.0,530,7387.8,0.008210679965940883,861.8,811.0,979.4
532,80000.0,2364.0,,0.95,chopper_command,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,955.0,1.5,250.0,,27500,100.0,532,7387.8,0.021895146575842357,861.8,811.0,979.4
534,80000.0,2364.0,,0.95,chopper_command,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1045.0,1.5,250.0,,30000,100.0,534,7387.8,0.035579613185743826,861.8,811.0,979.4
536,80000.0,2364.0,,0.95,chopper_command,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1190.0,1.5,250.0,,32500,100.0,536,7387.8,0.057626809390585086,861.8,811.0,979.4
538,80000.0,2364.0,,0.95,chopper_command,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1285.0,1.5,250.0,,35000,100.0,538,7387.8,0.07207152414548107,861.8,811.0,979.4
540,80000.0,2364.0,,0.95,chopper_command,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1230.0,1.5,250.0,,37500,100.0,540,7387.8,0.06370879455054129,861.8,811.0,979.4
542,80000.0,2364.0,,0.95,chopper_command,0.1,0.0,,2.0,8.0,100.0,20.0,downsize,1060.0,1.5,250.0,,40000,100.0,542,7387.8,0.037860357620727404,861.8,811.0,979.4
