,ENV,Step,TIME-SIG,Reward,ACTION-BUFFER-SIZE,K_EXP,K_ACT,DISCOUNT,EPSILON,EPS-DECAY,STATE-DIM,FRAMESTACK,M,SEED,simple,rainbow,human,random,normalized_reward
46,alien,30000,0.9,429.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.03035682050664902
47,alien,30000,1.0,427.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.029995787953547143
48,alien,32500,0.5,542.8,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04738552259462061
49,alien,32500,0.75,529.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.045399843552560326
50,alien,32500,0.9,422.0,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.02921355075515976
51,alien,32500,1.0,433.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.030958541428485472
52,alien,35000,0.5,513.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.042992959865214515
53,alien,35000,0.75,549.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.048348276069558944
54,alien,35000,0.9,413.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.02788976472711956
55,alien,35000,1.0,465.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.03577230880317709
56,alien,37500,0.5,493.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.03998435525603226
57,alien,37500,0.75,511.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04263192731211264
58,alien,37500,0.9,494.4,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.040104699440399544
59,alien,37500,1.0,445.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.03276370419399483
60,alien,40000,0.5,575.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.05231963415367953
61,alien,40000,0.75,533.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04594139238221314
62,alien,40000,0.9,444.8,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.03264336000962754
63,alien,40000,1.0,472.4,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.03679523437029905
64,alien,42500,0.5,616.8,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.05851735964859498
65,alien,42500,0.75,465.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.03571213671099344
66,alien,42500,0.9,500.0,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04094710873097058
67,alien,42500,1.0,454.4,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.03408749022203502
68,alien,45000,0.5,598.8,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.05580961550033094
69,alien,45000,0.75,481.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.0381791924905229
70,alien,45000,0.9,512.0,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.042752271496479935
71,alien,45000,1.0,468.8,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.03625368554064625
72,alien,47500,0.5,537.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.046603285396233235
73,alien,47500,0.75,573.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.052018773692761304
74,alien,47500,0.9,508.0,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04215055057464348
75,alien,47500,1.0,479.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.037878332029604674
76,alien,50000,0.5,538.8,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.046783801672784155
77,alien,50000,0.75,663.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.06555749443408149
78,alien,50000,0.9,543.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04750586677898791
79,alien,50000,1.0,476.0,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.037336783199951866
80,alien,52500,0.5,594.8,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.05520789457849449
81,alien,52500,0.75,700.4,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.07109332691497683
82,alien,52500,0.9,483.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.03848005295144113
83,alien,52500,1.0,509.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.042331066851194414
84,alien,55000,0.5,579.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.05286118298333234
85,alien,55000,0.75,635.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.06128527588904267
86,alien,55000,0.9,451.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.033666285576749506
87,alien,55000,1.0,479.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.037878332029604674
88,alien,57500,0.5,531.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04564053192129491
89,alien,57500,0.75,576.0,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.05237980624586317
90,alien,57500,0.9,528.4,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.045219327276009386
91,alien,57500,1.0,479.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.037878332029604674
92,alien,60000,0.5,618.8,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.0588182201095132
93,alien,60000,0.75,500.8,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04106745291533787
94,alien,60000,0.9,504.0,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04154882965280703
95,alien,60000,1.0,483.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.038419880859257474
96,alien,62500,0.5,589.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.05436548528792347
97,alien,62500,0.75,481.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.03811902039833925
98,alien,62500,0.9,539.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04690414585715146
99,alien,62500,1.0,484.8,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.03866056922799206
100,alien,65000,0.5,580.8,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.053101871352066905
101,alien,65000,0.75,539.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.046843973764967815
102,alien,65000,0.9,546.8,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.047987243516457063
103,alien,65000,1.0,485.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.0387207413201757
104,alien,67500,0.5,557.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04955171791323185
105,alien,67500,0.75,536.0,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04636259702749865
106,alien,67500,0.9,564.8,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.050694987664721095
107,alien,67500,1.0,476.4,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.037396955292135506
108,alien,70000,0.5,602.8,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.0564113364221674
109,alien,70000,0.75,504.8,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04166917383717432
110,alien,70000,0.9,501.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04112762500752151
111,alien,70000,1.0,485.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.038780913412359355
112,alien,72500,0.5,740.0,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.07705036404115773
113,alien,72500,0.75,506.8,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04197003429809255
114,alien,72500,0.9,506.8,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04197003429809255
115,alien,72500,1.0,486.4,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.038901257596726635
116,alien,75000,0.5,623.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.05948011312353332
117,alien,75000,0.75,533.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04594139238221314
118,alien,75000,0.9,501.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04118779709970516
119,alien,75000,1.0,484.4,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.03860039713580841
120,alien,77500,0.5,580.0,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.052981527167699626
121,alien,77500,0.75,585.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.05376376436608702
122,alien,77500,0.9,525.2,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04473795053854023
123,alien,77500,1.0,520.0,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.04395571334015284
124,alien,80000,0.5,596.4,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.055448582947229076
125,alien,80000,0.75,582.0,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.05328238762861785
126,alien,80000,0.9,526.8,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.0449786389072748
127,alien,80000,1.0,519.6,80000,100,8,0.95,0,0.1,250,2,20,2,405.2,739.9,6875.4,227.8,0.0438955412479692
128,amidar,2500,0.5,19.11,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.00797005988023952
129,amidar,2500,0.75,21.689999999999998,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.009514970059880237
130,amidar,2500,0.9,23.330000000000002,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.010497005988023953
131,amidar,2500,1.0,23.77,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.010760479041916167
132,amidar,5000,0.5,49.32000000000001,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.026059880239520963
133,amidar,5000,0.75,43.92,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.022826347305389225
134,amidar,5000,0.9,46.96,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.02464670658682635
135,amidar,5000,1.0,48.92,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.025820359281437128
136,amidar,7500,0.5,59.519999999999996,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.03216766467065868
137,amidar,7500,0.75,51.279999999999994,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.027233532934131735
138,amidar,7500,0.9,60.92,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.0330059880239521
139,amidar,7500,1.0,64.75999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.035305389221556883
140,amidar,10000,0.5,78.11999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.043305389221556884
141,amidar,10000,0.75,55.75999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.029916167664670656
142,amidar,10000,0.9,78.6,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.043592814371257484
143,amidar,10000,1.0,76.67999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.04244311377245509
144,amidar,12500,0.5,79.28,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.044000000000000004
145,amidar,12500,0.75,70.24,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.03858682634730539
146,amidar,12500,0.9,77.6,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.0429940119760479
147,amidar,12500,1.0,78.68,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.043640718562874256
148,amidar,15000,0.5,77.4,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.042874251497005994
149,amidar,15000,0.75,78.44000000000001,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.04349700598802396
150,amidar,15000,0.9,83.08,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.04627544910179641
151,amidar,15000,1.0,87.88,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.049149700598802394
152,amidar,17500,0.5,96.67999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.054419161676646705
153,amidar,17500,0.75,88.96000000000001,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.04979640718562875
154,amidar,17500,0.9,89.08,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.04986826347305389
155,amidar,17500,1.0,94.36,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.05302994011976048
156,amidar,20000,0.5,91.6,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.05137724550898203
157,amidar,20000,0.75,89.6,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.05017964071856287
158,amidar,20000,0.9,84.47999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.04711377245508982
159,amidar,20000,1.0,98.28,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.055377245508982036
160,amidar,22500,0.5,106.16000000000001,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.06009580838323354
161,amidar,22500,0.75,97.48,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.054898203592814374
162,amidar,22500,0.9,85.28,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.04759281437125749
163,amidar,22500,1.0,100.24000000000001,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.05655089820359282
164,amidar,25000,0.5,109.56000000000002,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.06213173652694612
165,amidar,25000,0.75,107.16000000000001,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.06069461077844312
166,amidar,25000,0.9,99.36,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.056023952095808384
167,amidar,25000,1.0,103.71999999999998,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.058634730538922146
168,amidar,27500,0.5,122.76000000000002,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.0700359281437126
169,amidar,27500,0.75,113.28,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.06435928143712576
170,amidar,27500,0.9,104.44000000000001,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.05906586826347306
171,amidar,27500,1.0,110.16,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.06249101796407185
172,amidar,30000,0.5,126.75999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.0724311377245509
173,amidar,30000,0.75,111.16,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.06308982035928144
174,amidar,30000,0.9,111.92,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.06354491017964072
175,amidar,30000,1.0,117.68000000000002,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.06699401197604792
176,amidar,32500,0.5,115.24000000000001,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.06553293413173654
177,amidar,32500,0.75,111.71999999999998,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.0634251497005988
178,amidar,32500,0.9,130.64000000000001,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.07475449101796408
179,amidar,32500,1.0,120.28,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.06855089820359282
180,amidar,35000,0.5,126.35999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.07219161676646706
181,amidar,35000,0.75,117.4,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.06682634730538922
182,amidar,35000,0.9,131.56,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.07530538922155688
183,amidar,35000,1.0,128.35999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.07338922155688622
184,amidar,37500,0.5,118.52000000000001,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.06749700598802395
185,amidar,37500,0.75,112.75999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.06404790419161677
186,amidar,37500,0.9,136.48000000000002,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.07825149700598803
187,amidar,37500,1.0,135.35999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.07758083832335327
188,amidar,40000,0.5,127.40000000000002,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.07281437125748505
189,amidar,40000,0.75,119.76000000000002,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.06823952095808385
190,amidar,40000,0.9,137.8,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.07904191616766468
191,amidar,40000,1.0,135.51999999999998,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.0776766467065868
192,amidar,42500,0.5,135.88000000000002,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.07789221556886228
193,amidar,42500,0.75,127.12,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.07264670658682636
194,amidar,42500,0.9,136.88,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.07849101796407185
195,amidar,42500,1.0,135.4,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.07760479041916167
196,amidar,45000,0.5,125.56000000000002,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.07171257485029942
197,amidar,45000,0.75,132.56,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.07590419161676647
198,amidar,45000,0.9,145.2,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.08347305389221556
199,amidar,45000,1.0,134.16,80000,100,8,0.95,0,0.1,250,2,20,2,88.0,188.6,1675.8,5.8,0.07686227544910179
