,ENV,Step,TIME-SIG,Reward,ACTION-BUFFER-SIZE,K_EXP,K_ACT,DISCOUNT,EPSILON,EPS-DECAY,STATE-DIM,FRAMESTACK,M,SEED,simple,rainbow,human,random,normalized_reward
670,battle_zone,20000,0.9,7560.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.14672686230248308
671,battle_zone,20000,1.0,6280.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.11060948081264109
672,battle_zone,22500,0.5,7160.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.13544018058690746
673,battle_zone,22500,0.75,5520.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.08916478555304741
674,battle_zone,22500,0.9,7840.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.154627539503386
675,battle_zone,22500,1.0,6480.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.1162528216704289
676,battle_zone,25000,0.5,8240.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.16591422121896163
677,battle_zone,25000,0.75,5760.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.09593679458239278
678,battle_zone,25000,0.9,6000.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.10270880361173815
679,battle_zone,25000,1.0,5600.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.09142212189616253
680,battle_zone,27500,0.5,8000.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.15914221218961624
681,battle_zone,27500,0.75,6560.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.11851015801354402
682,battle_zone,27500,0.9,6320.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.11173814898419865
683,battle_zone,27500,1.0,5080.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.07674943566591422
684,battle_zone,30000,0.5,7600.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.14785553047404063
685,battle_zone,30000,0.75,6760.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.12415349887133183
686,battle_zone,30000,0.9,6840.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.12641083521444696
687,battle_zone,30000,1.0,5000.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.0744920993227991
688,battle_zone,32500,0.5,6040.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.1038374717832957
689,battle_zone,32500,0.75,6880.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.1275395033860045
690,battle_zone,32500,0.9,6160.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.1072234762979684
691,battle_zone,32500,1.0,5200.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.08013544018058691
692,battle_zone,35000,0.5,6040.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.1038374717832957
693,battle_zone,35000,0.75,7200.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.136568848758465
694,battle_zone,35000,0.9,5760.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.09593679458239278
695,battle_zone,35000,1.0,4320.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.055304740406320545
696,battle_zone,37500,0.5,5640.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.09255079006772009
697,battle_zone,37500,0.75,6080.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.10496613995485328
698,battle_zone,37500,0.9,6240.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.10948081264108352
699,battle_zone,37500,1.0,3760.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.039503386004514675
700,battle_zone,40000,0.5,5040.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.07562076749435666
701,battle_zone,40000,0.75,6920.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.12866817155756208
702,battle_zone,40000,0.9,6840.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.12641083521444696
703,battle_zone,40000,1.0,4320.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.055304740406320545
704,battle_zone,42500,0.5,6080.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.10496613995485328
705,battle_zone,42500,0.75,6920.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.12866817155756208
706,battle_zone,42500,0.9,7040.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.13205417607223477
707,battle_zone,42500,1.0,5560.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.09029345372460497
708,battle_zone,45000,0.5,6840.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.12641083521444696
709,battle_zone,45000,0.75,5240.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.08126410835214447
710,battle_zone,45000,0.9,7080.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.13318284424379231
711,battle_zone,45000,1.0,4960.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.07336343115124154
712,battle_zone,47500,0.5,6040.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.1038374717832957
713,battle_zone,47500,0.75,5240.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.08126410835214447
714,battle_zone,47500,0.9,8040.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.16027088036117382
715,battle_zone,47500,1.0,5440.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.08690744920993228
716,battle_zone,50000,0.5,5400.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.08577878103837472
717,battle_zone,50000,0.75,5880.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.09932279909706546
718,battle_zone,50000,0.9,8160.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.1636568848758465
719,battle_zone,50000,1.0,6160.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.1072234762979684
720,battle_zone,52500,0.5,5280.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.08239277652370203
721,battle_zone,52500,0.75,6400.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.11399548532731377
722,battle_zone,52500,0.9,7440.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.1433408577878104
723,battle_zone,52500,1.0,5320.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.0835214446952596
724,battle_zone,55000,0.5,6280.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.11060948081264109
725,battle_zone,55000,0.75,7720.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.15124153498871332
726,battle_zone,55000,0.9,6880.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.1275395033860045
727,battle_zone,55000,1.0,4360.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.056433408577878104
728,battle_zone,57500,0.5,8360.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.16930022573363432
729,battle_zone,57500,0.75,6360.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.11286681715575621
730,battle_zone,57500,0.9,7880.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.15575620767494355
731,battle_zone,57500,1.0,7240.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.13769751693002258
732,battle_zone,60000,0.5,9080.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.18961625282167044
733,battle_zone,60000,0.75,7080.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.13318284424379231
734,battle_zone,60000,0.9,8240.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.16591422121896163
735,battle_zone,60000,1.0,7920.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.15688487584650113
736,battle_zone,62500,0.5,7440.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.1433408577878104
737,battle_zone,62500,0.75,7240.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.13769751693002258
738,battle_zone,62500,0.9,8720.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.17945823927765236
739,battle_zone,62500,1.0,7680.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.15011286681715574
740,battle_zone,65000,0.5,7200.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.136568848758465
741,battle_zone,65000,0.75,7480.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.14446952595936793
742,battle_zone,65000,0.9,7640.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.1489841986455982
743,battle_zone,65000,1.0,6400.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.11399548532731377
744,battle_zone,67500,0.5,8360.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.16930022573363432
745,battle_zone,67500,0.75,6960.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.12979683972911965
746,battle_zone,67500,0.9,6560.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.11851015801354402
747,battle_zone,67500,1.0,7320.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.1399548532731377
748,battle_zone,70000,0.5,7920.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.15688487584650113
749,battle_zone,70000,0.75,5640.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.09255079006772009
750,battle_zone,70000,0.9,6760.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.12415349887133183
751,battle_zone,70000,1.0,6800.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.1252821670428894
752,battle_zone,72500,0.5,6080.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.10496613995485328
753,battle_zone,72500,0.75,5760.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.09593679458239278
754,battle_zone,72500,0.9,7600.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.14785553047404063
755,battle_zone,72500,1.0,5960.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.10158013544018059
756,battle_zone,75000,0.5,6040.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.1038374717832957
757,battle_zone,75000,0.75,6920.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.12866817155756208
758,battle_zone,75000,0.9,8120.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.16252821670428894
759,battle_zone,75000,1.0,6000.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.10270880361173815
760,battle_zone,77500,0.5,6000.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.10270880361173815
761,battle_zone,77500,0.75,6400.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.11399548532731377
762,battle_zone,77500,0.9,6480.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.1162528216704289
763,battle_zone,77500,1.0,5520.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.08916478555304741
764,battle_zone,80000,0.5,7200.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.136568848758465
765,battle_zone,80000,0.75,6400.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.11399548532731377
766,battle_zone,80000,0.9,5720.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.09480812641083522
767,battle_zone,80000,1.0,4680.0,80000,100,8,0.95,0,0.1,250,2,20,2,5184.4,10124.6,37800.0,2360.0,0.0654627539503386
768,boxing,2500,0.5,-4.366666666666666,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-1.0634920634920633
769,boxing,2500,0.75,-4.033333333333333,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-0.984126984126984
770,boxing,2500,0.9,-3.7,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-0.9047619047619048
771,boxing,2500,1.0,-3.4166666666666665,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-0.8373015873015872
772,boxing,5000,0.5,-1.8800000000000001,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-0.4714285714285715
773,boxing,5000,0.75,-10.24,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-2.4619047619047616
774,boxing,5000,0.9,-0.7200000000000002,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-0.19523809523809527
775,boxing,5000,1.0,-1.5200000000000002,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-0.3857142857142858
776,boxing,7500,0.5,-3.88,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-0.9476190476190476
777,boxing,7500,0.75,-17.119999999999997,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-4.1
778,boxing,7500,0.9,-1.44,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-0.36666666666666664
779,boxing,7500,1.0,-2.0799999999999996,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-0.519047619047619
780,boxing,10000,0.5,-3.4,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-0.8333333333333333
781,boxing,10000,0.75,-18.639999999999997,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-4.461904761904761
782,boxing,10000,0.9,-2.2,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-0.5476190476190477
783,boxing,10000,1.0,-1.6800000000000002,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-0.42380952380952386
784,boxing,12500,0.5,-1.52,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-0.38571428571428573
785,boxing,12500,0.75,-17.360000000000003,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-4.157142857142858
786,boxing,12500,0.9,-0.16000000000000006,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-0.06190476190476192
787,boxing,12500,1.0,-0.52,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-0.14761904761904762
788,boxing,15000,0.5,-1.1199999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-0.29047619047619044
789,boxing,15000,0.75,-16.4,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-3.9285714285714284
790,boxing,15000,0.9,0.48,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,0.09047619047619047
791,boxing,15000,1.0,0.9199999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,0.1952380952380952
792,boxing,17500,0.5,3.0000000000000004,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,0.6904761904761906
793,boxing,17500,0.75,-14.8,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-3.5476190476190474
794,boxing,17500,0.9,0.8400000000000002,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,0.17619047619047623
795,boxing,17500,1.0,1.48,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,0.3285714285714285
796,boxing,20000,0.5,4.68,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.0904761904761904
797,boxing,20000,0.75,-15.039999999999997,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-3.604761904761904
798,boxing,20000,0.9,-0.8399999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-0.22380952380952376
799,boxing,20000,1.0,0.68,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,0.1380952380952381
800,boxing,22500,0.5,3.72,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,0.8619047619047618
801,boxing,22500,0.75,-11.280000000000001,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-2.7095238095238097
802,boxing,22500,0.9,-1.8,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-0.4523809523809524
803,boxing,22500,1.0,0.7599999999999998,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,0.15714285714285708
804,boxing,25000,0.5,7.12,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.6714285714285715
805,boxing,25000,0.75,-15.36,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-3.6809523809523808
806,boxing,25000,0.9,0.7200000000000001,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,0.14761904761904765
807,boxing,25000,1.0,0.9600000000000002,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,0.2047619047619048
808,boxing,27500,0.5,8.360000000000001,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.966666666666667
809,boxing,27500,0.75,-14.12,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-3.3857142857142852
810,boxing,27500,0.9,4.2,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,0.9761904761904763
811,boxing,27500,1.0,2.64,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,0.6047619047619047
812,boxing,30000,0.5,7.12,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.6714285714285715
813,boxing,30000,0.75,-13.8,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-3.3095238095238093
814,boxing,30000,0.9,5.279999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.2333333333333332
815,boxing,30000,1.0,4.92,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.1476190476190475
816,boxing,32500,0.5,7.92,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.861904761904762
817,boxing,32500,0.75,-14.399999999999997,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-3.452380952380951
818,boxing,32500,0.9,5.119999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.195238095238095
819,boxing,32500,1.0,4.24,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,0.9857142857142858
820,boxing,35000,0.5,7.76,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.8238095238095238
821,boxing,35000,0.75,-10.760000000000002,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-2.585714285714286
822,boxing,35000,0.9,5.8,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.3571428571428572
823,boxing,35000,1.0,6.76,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.5857142857142856
824,boxing,37500,0.5,6.4399999999999995,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.5095238095238095
825,boxing,37500,0.75,-13.639999999999997,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-3.2714285714285705
826,boxing,37500,0.9,6.279999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.4714285714285713
827,boxing,37500,1.0,4.5600000000000005,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.0619047619047621
828,boxing,40000,0.5,6.6800000000000015,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.566666666666667
829,boxing,40000,0.75,-15.24,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-3.6523809523809523
830,boxing,40000,0.9,5.279999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.2333333333333332
831,boxing,40000,1.0,3.8,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,0.8809523809523808
832,boxing,42500,0.5,7.279999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.7095238095238094
833,boxing,42500,0.75,-14.479999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-3.471428571428571
834,boxing,42500,0.9,4.36,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.0142857142857145
835,boxing,42500,1.0,5.5600000000000005,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.3
836,boxing,45000,0.5,6.8,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.5952380952380951
837,boxing,45000,0.75,-12.399999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-2.976190476190476
838,boxing,45000,0.9,0.6799999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,0.13809523809523808
839,boxing,45000,1.0,5.4799999999999995,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.2809523809523808
840,boxing,47500,0.5,9.040000000000001,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,2.128571428571429
841,boxing,47500,0.75,-14.279999999999998,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-3.423809523809523
842,boxing,47500,0.9,0.9200000000000002,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,0.19523809523809527
843,boxing,47500,1.0,7.279999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.7095238095238094
844,boxing,50000,0.5,9.919999999999998,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,2.338095238095238
845,boxing,50000,0.75,-15.0,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-3.595238095238095
846,boxing,50000,0.9,2.12,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,0.4809523809523809
847,boxing,50000,1.0,7.4799999999999995,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.7571428571428571
848,boxing,52500,0.5,11.28,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,2.6619047619047618
849,boxing,52500,0.75,-11.56,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-2.776190476190476
850,boxing,52500,0.9,4.359999999999999,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.0142857142857142
851,boxing,52500,1.0,6.4799999999999995,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.519047619047619
852,boxing,55000,0.5,11.68,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,2.757142857142857
853,boxing,55000,0.75,-7.080000000000001,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-1.7095238095238097
854,boxing,55000,0.9,8.2,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.9285714285714284
855,boxing,55000,1.0,7.56,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.776190476190476
856,boxing,57500,0.5,14.24,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,3.3666666666666667
857,boxing,57500,0.75,-2.16,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,-0.5380952380952382
858,boxing,57500,0.9,11.4,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,2.6904761904761907
859,boxing,57500,1.0,7.4799999999999995,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,1.7571428571428571
860,boxing,60000,0.5,14.12,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,3.338095238095238
861,boxing,60000,0.75,0.5599999999999976,80000,100,8,0.95,0,0.1,250,2,20,2,9.1,0.2,4.3,0.1,0.10952380952380895
