,Step,Reward,ENV,ACTION-BUFFER-SIZE,PROJECTION,EXPLORE,K_EXP,K_ACT,DISCOUNT,EPSILON,EPS-DECAY,STATE-DIM,STICKY-ACTIONS,FRAMESTACK,CLIP-REWARD,M,TIME-SIG,SEED
146,47500,118.4,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
147,50000,88.2,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
148,52500,111.0,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
149,55000,87.8,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
150,57500,122.0,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
151,60000,130.2,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
152,62500,104.2,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
153,65000,114.6,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
154,67500,129.4,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
155,70000,137.2,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
156,72500,122.6,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
157,75000,124.8,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
158,77500,147.0,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
159,80000,118.0,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
160,2500,10.0,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
161,5000,22.0,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
162,7500,61.8,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
163,10000,75.4,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
164,12500,109.6,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
165,15000,103.8,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
166,17500,107.8,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
167,20000,132.4,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
168,22500,165.2,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
169,25000,166.4,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
170,27500,156.8,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
171,30000,163.4,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
172,32500,156.4,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
173,35000,152.0,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
174,37500,155.0,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
175,40000,164.2,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
176,42500,165.8,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
177,45000,167.8,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
178,47500,141.6,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
179,50000,176.8,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
180,52500,180.8,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
181,55000,149.8,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
182,57500,150.0,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
183,60000,145.2,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
184,62500,174.4,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
185,65000,192.2,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
186,67500,187.0,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
187,70000,167.2,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
188,72500,154.2,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
189,75000,157.8,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
190,77500,160.2,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
191,80000,188.4,amidar,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,0
192,2500,350.0,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
193,5000,386.4,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
194,7500,163.8,assault,80000,very very sparse,False,100,8,0.95,0,0.1,250,False,2,False,20,100,1
